                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.44219,                 0.5412,                 1.0101,                0.69333,                0.63068,                0.64649,                  0.549,                0.54313,                 1.0051,                 1.0756,                0.00472,                0.00472,                0.00472
                    162,                0.43922,                0.54313,                 1.0126,                0.74379,                0.60701,                0.64897,                0.55646,                0.53797,                 1.0003,                 1.0714,               0.004687,               0.004687,               0.004687
                    163,                0.43889,                0.55157,                 1.0097,                0.73969,                0.60655,                0.64287,                0.55059,                0.54501,                0.99435,                 1.0785,               0.004654,               0.004654,               0.004654
                    164,                0.44173,                0.53915,                 1.0125,                0.75415,                0.60516,                0.64708,                0.55267,                0.53523,                  1.004,                 1.0668,               0.004621,               0.004621,               0.004621
                    165,                0.43317,                  0.531,                 1.0086,                0.75213,                0.60675,                0.65193,                0.55612,                0.53562,                 1.0115,                 1.0652,               0.004588,               0.004588,               0.004588
                    166,                0.44176,                 0.5487,                 1.0205,                0.68422,                0.62716,                0.65221,                0.55555,                0.54561,                 1.0199,                 1.0743,               0.004555,               0.004555,               0.004555
                    167,                0.43192,                0.54416,                 1.0089,                0.68913,                0.62534,                0.64935,                0.55568,                0.53713,                 1.0231,                 1.0722,               0.004522,               0.004522,               0.004522
                    168,                0.42407,                0.52435,                 1.0037,                0.68212,                0.61714,                0.64817,                0.55392,                0.53583,                 1.0277,                 1.0682,               0.004489,               0.004489,               0.004489
                    169,                0.42854,                0.51906,                 1.0054,                0.68935,                0.62645,                0.65451,                0.55568,                0.53368,                 1.0384,                 1.0639,               0.004456,               0.004456,               0.004456
                    170,                0.43415,                0.52565,                 1.0082,                  0.675,                0.63307,                0.65568,                0.55413,                0.54661,                 1.0503,                 1.0776,               0.004423,               0.004423,               0.004423
                    171,                0.43089,                0.52445,                 1.0091,                0.70199,                0.61055,                0.64315,                0.54436,                0.54131,                 1.0485,                 1.0769,                0.00439,                0.00439,                0.00439
                    172,                 0.4265,                0.51557,                 1.0025,                0.68319,                0.61896,                0.63589,                0.54018,                0.54522,                  1.041,                 1.0814,               0.004357,               0.004357,               0.004357
                    173,                0.43102,                0.52716,                 1.0088,                 0.6782,                0.63299,                0.63657,                 0.5421,                0.54343,                 1.0378,                 1.0788,               0.004324,               0.004324,               0.004324
                    174,                0.42251,                0.51536,                 1.0037,                0.69058,                0.62755,                0.63846,                0.54787,                0.54204,                 1.0419,                 1.0741,               0.004291,               0.004291,               0.004291
                    175,                0.42969,                0.52228,                 1.0094,                0.67377,                0.61366,                0.63471,                0.54743,                0.53927,                 1.0446,                 1.0776,               0.004258,               0.004258,               0.004258
                    176,                0.42013,                0.51331,                 0.9997,                0.65215,                0.62663,                0.64054,                0.55513,                0.53713,                 1.0384,                 1.0731,               0.004225,               0.004225,               0.004225
                    177,                0.41786,                0.51035,                 1.0017,                0.63065,                0.63174,                0.63896,                 0.5528,                0.53587,                 1.0362,                 1.0723,               0.004192,               0.004192,               0.004192
                    178,                0.41633,                0.50843,                0.99716,                0.77631,                 0.5734,                0.64044,                0.55627,                0.52852,                 1.0269,                 1.0623,               0.004159,               0.004159,               0.004159
                    179,                0.42056,                0.51631,                 1.0003,                0.72979,                0.59137,                0.63093,                0.54659,                0.52444,                 1.0221,                 1.0563,               0.004126,               0.004126,               0.004126
                    180,                0.43114,                0.50971,                 1.0027,                0.71841,                0.60481,                0.63284,                0.54694,                0.52005,                 1.0126,                 1.0528,               0.004093,               0.004093,               0.004093
                    181,                0.42172,                0.51902,                 1.0033,                0.68807,                0.61558,                0.63457,                0.54247,                 0.5153,                 1.0134,                 1.0472,                0.00406,                0.00406,                0.00406
                    182,                0.41778,                0.50572,                 1.0019,                0.69961,                0.61952,                0.63425,                 0.5426,                0.52067,                 1.0168,                 1.0524,               0.004027,               0.004027,               0.004027
                    183,                0.42119,                0.50533,                 1.0026,                0.67819,                0.62718,                0.63562,                0.54079,                0.52842,                 1.0201,                 1.0575,               0.003994,               0.003994,               0.003994
                    184,                0.41396,                0.49518,                0.99849,                 0.7305,                0.59535,                0.63584,                 0.5439,                0.52995,                 1.0247,                 1.0573,               0.003961,               0.003961,               0.003961
                    185,                0.41015,                0.49691,                0.99287,                0.72524,                0.58729,                 0.6363,                0.54637,                 0.5283,                  1.022,                 1.0572,               0.003928,               0.003928,               0.003928
                    186,                0.41094,                0.49735,                0.99461,                0.72349,                0.58661,                0.63547,                 0.5484,                0.52894,                   1.02,                   1.06,               0.003895,               0.003895,               0.003895
                    187,                0.41182,                 0.5061,                0.99665,                0.73211,                0.58479,                0.63639,                0.55298,                0.53077,                 1.0128,                 1.0622,               0.003862,               0.003862,               0.003862
                    188,                0.41399,                0.48791,                0.99623,                0.72055,                0.59586,                0.63694,                0.55023,                0.52673,                 1.0038,                 1.0609,               0.003829,               0.003829,               0.003829
                    189,                0.41085,                0.49283,                0.99456,                0.71659,                 0.5961,                0.63726,                0.55412,                0.52488,                 1.0093,                  1.061,               0.003796,               0.003796,               0.003796
                    190,                0.41385,                0.48779,                0.99739,                0.70757,                0.60206,                0.63455,                0.55078,                0.52456,                 1.0103,                 1.0603,               0.003763,               0.003763,               0.003763
                    191,                0.40672,                0.47367,                0.99376,                0.69217,                0.61162,                0.64755,                0.55717,                0.52685,                 1.0124,                 1.0608,                0.00373,                0.00373,                0.00373
                    192,                0.41207,                 0.4847,                0.99426,                0.69144,                0.62652,                0.64494,                0.55659,                0.52559,                 1.0195,                  1.061,               0.003697,               0.003697,               0.003697
                    193,                0.40742,                0.47337,                0.99481,                0.70744,                0.62055,                0.64667,                0.55643,                0.52506,                 1.0259,                  1.058,               0.003664,               0.003664,               0.003664
                    194,                0.41091,                0.49285,                0.99588,                0.71423,                 0.6147,                0.64658,                 0.5564,                0.52457,                 1.0127,                 1.0556,               0.003631,               0.003631,               0.003631
                    195,                0.40411,                0.47652,                0.99137,                0.71426,                0.61128,                0.64681,                0.55383,                0.52653,                 1.0219,                 1.0562,               0.003598,               0.003598,               0.003598
                    196,                0.40336,                0.46659,                0.99319,                0.71447,                0.61408,                0.64656,                0.55385,                0.52436,                  1.019,                 1.0556,               0.003565,               0.003565,               0.003565
                    197,                0.40202,                0.48087,                0.98974,                0.70917,                0.60804,                0.64776,                0.55501,                0.52975,                 1.0221,                 1.0629,               0.003532,               0.003532,               0.003532
                    198,                0.39625,                0.47389,                0.98778,                0.71058,                 0.6093,                0.65067,                0.55482,                0.53151,                   1.02,                 1.0638,               0.003499,               0.003499,               0.003499
                    199,                0.39451,                0.46472,                0.98517,                0.72149,                0.60708,                0.64728,                0.55375,                 0.5341,                 1.0273,                 1.0661,               0.003466,               0.003466,               0.003466
                    200,                0.40574,                 0.4664,                0.99306,                0.70803,                0.61568,                0.64861,                0.55062,                0.54256,                 1.0294,                 1.0797,               0.003433,               0.003433,               0.003433
                    201,                0.39501,                0.46425,                0.98926,                0.70073,                0.61815,                 0.6512,                0.55087,                0.54203,                 1.0342,                 1.0798,                 0.0034,                 0.0034,                 0.0034
                    202,                0.40132,                0.46389,                0.99001,                0.69948,                0.61734,                0.65334,                0.55303,                0.53942,                 1.0313,                 1.0784,               0.003367,               0.003367,               0.003367
                    203,                0.39553,                0.46638,                 0.9874,                0.75911,                0.61481,                0.65578,                0.55278,                0.53982,                 1.0229,                 1.0813,               0.003334,               0.003334,               0.003334
                    204,                0.39919,                0.46512,                0.98803,                0.74176,                0.61065,                0.65582,                0.55573,                0.53906,                 1.0174,                 1.0818,               0.003301,               0.003301,               0.003301
                    205,                0.39355,                 0.4673,                0.98597,                0.71067,                0.61783,                0.65683,                0.55983,                0.53588,                 1.0104,                  1.077,               0.003268,               0.003268,               0.003268
                    206,                0.38601,                0.45323,                0.98394,                0.69983,                0.62184,                0.65402,                0.56098,                0.53646,                 1.0155,                 1.0786,               0.003235,               0.003235,               0.003235
                    207,                0.39741,                0.45994,                0.98736,                0.67352,                0.64169,                0.65547,                0.56105,                0.53395,                 1.0161,                 1.0756,               0.003202,               0.003202,               0.003202
                    208,                0.39058,                0.44934,                0.98598,                0.68509,                0.63591,                0.65226,                0.55741,                0.53483,                 1.0234,                 1.0762,               0.003169,               0.003169,               0.003169
                    209,                0.38589,                0.45254,                0.98352,                0.68322,                0.62937,                0.65319,                0.55805,                0.53619,                 1.0149,                 1.0784,               0.003136,               0.003136,               0.003136
                    210,                0.38908,                0.45359,                0.98443,                0.70667,                0.61432,                0.65052,                0.55764,                0.53495,                 1.0199,                 1.0756,               0.003103,               0.003103,               0.003103
                    211,                0.38926,                0.45135,                0.98096,                0.71612,                0.59896,                0.64626,                0.55617,                0.53419,                 1.0196,                 1.0746,                0.00307,                0.00307,                0.00307
                    212,                 0.3901,                 0.4474,                0.98286,                0.71198,                 0.6016,                 0.6477,                0.55474,                  0.535,                 1.0203,                 1.0773,               0.003037,               0.003037,               0.003037
                    213,                0.38281,                0.44441,                0.97751,                0.71447,                0.59529,                 0.6492,                0.55577,                0.53266,                 1.0251,                 1.0722,               0.003004,               0.003004,               0.003004
                    214,                0.38916,                0.44011,                 0.9872,                0.72302,                0.59492,                0.65028,                0.55836,                0.53122,                 1.0336,                 1.0665,               0.002971,               0.002971,               0.002971
                    215,                0.37802,                0.43305,                0.97479,                0.65544,                 0.6329,                0.64529,                0.55643,                0.53243,                 1.0326,                 1.0643,               0.002938,               0.002938,               0.002938
                    216,                0.38859,                0.43973,                0.98448,                0.67065,                0.62381,                 0.6473,                0.55859,                0.53165,                  1.029,                 1.0633,               0.002905,               0.002905,               0.002905
                    217,                0.38851,                0.44783,                0.98316,                0.68474,                0.61991,                0.65115,                0.56229,                0.53049,                 1.0219,                 1.0627,               0.002872,               0.002872,               0.002872
                    218,                0.38233,                0.44536,                0.97989,                0.69555,                0.61277,                0.65139,                0.56214,                0.53068,                 1.0177,                 1.0623,               0.002839,               0.002839,               0.002839
                    219,                0.37809,                0.44363,                0.97827,                0.69688,                 0.6131,                0.64936,                0.56103,                0.53046,                 1.0151,                 1.0628,               0.002806,               0.002806,               0.002806
                    220,                0.38082,                0.43236,                0.97695,                0.69637,                0.62796,                0.65096,                 0.5617,                0.52871,                 1.0085,                  1.061,               0.002773,               0.002773,               0.002773
                    221,                0.37863,                0.43373,                0.97819,                0.67243,                0.63974,                 0.6501,                0.56088,                0.52787,                 1.0048,                 1.0608,                0.00274,                0.00274,                0.00274
                    222,                0.38184,                0.43255,                0.97842,                0.66889,                 0.6447,                0.64914,                0.56077,                0.53011,                 1.0043,                 1.0635,               0.002707,               0.002707,               0.002707
                    223,                0.37942,                0.43283,                0.97678,                0.66372,                0.64733,                0.64988,                0.56175,                0.53144,                 1.0056,                  1.064,               0.002674,               0.002674,               0.002674
                    224,                0.37347,                0.42835,                0.97537,                0.64926,                0.64886,                0.65145,                0.56336,                0.53172,                  1.008,                 1.0642,               0.002641,               0.002641,               0.002641
                    225,                0.37497,                0.42334,                0.97826,                0.63838,                0.65578,                0.64785,                0.56026,                 0.5322,                 1.0115,                 1.0642,               0.002608,               0.002608,               0.002608
                    226,                0.37625,                 0.4258,                0.97495,                0.62715,                0.65614,                0.64662,                0.56052,                0.53228,                 1.0142,                 1.0638,               0.002575,               0.002575,               0.002575
                    227,                0.37539,                0.42832,                0.97837,                0.62179,                0.64737,                0.64044,                 0.5556,                0.53202,                 1.0155,                 1.0634,               0.002542,               0.002542,               0.002542
                    228,                0.38023,                0.42627,                0.97986,                0.62472,                 0.6473,                0.64068,                0.55527,                0.53114,                 1.0187,                 1.0632,               0.002509,               0.002509,               0.002509
                    229,                0.37452,                0.41993,                0.97284,                0.64616,                0.64051,                 0.6408,                0.55484,                0.53047,                 1.0162,                 1.0633,               0.002476,               0.002476,               0.002476
                    230,                0.37417,                0.42482,                0.97093,                0.72223,                0.62014,                 0.6471,                0.55839,                0.52769,                 1.0207,                 1.0612,               0.002443,               0.002443,               0.002443
                    231,                0.36961,                0.41139,                0.97039,                 0.6473,                0.63984,                0.65122,                0.56372,                0.52737,                 1.0254,                 1.0613,                0.00241,                0.00241,                0.00241
                    232,                0.37149,                0.41757,                 0.9715,                0.71984,                0.61133,                0.65401,                0.56485,                 0.5285,                 1.0301,                 1.0629,               0.002377,               0.002377,               0.002377
                    233,                 0.3756,                0.42131,                0.97911,                0.71154,                0.60869,                0.64656,                0.56271,                0.52896,                 1.0383,                 1.0642,               0.002344,               0.002344,               0.002344
                    234,                0.36516,                0.41045,                 0.9666,                0.70428,                0.61034,                0.64498,                0.56188,                0.52928,                 1.0415,                 1.0639,               0.002311,               0.002311,               0.002311
                    235,                0.36371,                0.41476,                0.96888,                0.67448,                0.61354,                0.64523,                0.55716,                0.52888,                 1.0426,                 1.0644,               0.002278,               0.002278,               0.002278
                    236,                  0.367,                0.41494,                0.96894,                0.68154,                0.61832,                0.65061,                0.55868,                0.52749,                 1.0433,                 1.0617,               0.002245,               0.002245,               0.002245
                    237,                0.36036,                0.39901,                0.96671,                 0.7099,                 0.6181,                0.64981,                0.55911,                0.52737,                 1.0441,                 1.0613,               0.002212,               0.002212,               0.002212
                    238,                0.36002,                0.40254,                 0.9695,                0.68165,                0.61695,                0.64903,                0.55926,                0.52738,                 1.0468,                 1.0617,               0.002179,               0.002179,               0.002179
                    239,                0.36437,                0.41115,                0.97174,                0.68847,                0.61627,                0.64921,                0.55686,                0.52778,                  1.043,                 1.0616,               0.002146,               0.002146,               0.002146
                    240,                0.36265,                0.40108,                 0.9676,                0.72408,                0.61591,                0.65007,                0.55732,                 0.5283,                 1.0432,                 1.0622,               0.002113,               0.002113,               0.002113
                    241,                 0.3615,                 0.4043,                 0.9678,                0.72563,                0.61106,                0.64794,                0.55705,                0.52906,                 1.0394,                 1.0637,                0.00208,                0.00208,                0.00208
                    242,                 0.3614,                0.40661,                0.96581,                0.68614,                0.61647,                0.64401,                0.55422,                0.52874,                 1.0413,                  1.064,               0.002047,               0.002047,               0.002047
                    243,                0.35903,                0.39723,                0.96713,                0.67968,                0.62642,                0.64666,                0.55607,                 0.5285,                 1.0455,                 1.0648,               0.002014,               0.002014,               0.002014
                    244,                 0.3602,                0.40214,                0.96861,                0.62673,                0.65473,                 0.6474,                0.55586,                0.52858,                 1.0499,                 1.0651,               0.001981,               0.001981,               0.001981
                    245,                 0.3538,                0.39918,                0.96489,                0.62469,                0.65385,                0.64677,                0.55586,                0.52869,                 1.0512,                 1.0667,               0.001948,               0.001948,               0.001948
                    246,                0.36004,                0.39813,                0.96682,                0.62174,                0.65295,                0.64034,                 0.5499,                0.52918,                   1.05,                  1.068,               0.001915,               0.001915,               0.001915
                    247,                0.35613,                0.39455,                0.96602,                0.62097,                0.65577,                0.64124,                0.55149,                0.52929,                 1.0513,                 1.0691,               0.001882,               0.001882,               0.001882
                    248,                0.35219,                 0.3848,                 0.9631,                0.62749,                0.64995,                0.64156,                0.55143,                0.52886,                 1.0496,                 1.0692,               0.001849,               0.001849,               0.001849
                    249,                0.35032,                0.38804,                0.96211,                0.62776,                0.64985,                0.64098,                0.55077,                0.52878,                 1.0497,                 1.0698,               0.001816,               0.001816,               0.001816
                    250,                0.35411,                 0.3888,                0.96396,                0.62604,                0.64713,                0.64014,                0.55029,                 0.5284,                 1.0485,                 1.0699,               0.001783,               0.001783,               0.001783
                    251,                0.35052,                0.38186,                0.95962,                0.62064,                0.64243,                0.63449,                0.54932,                0.52814,                  1.046,                 1.0702,                0.00175,                0.00175,                0.00175
                    252,                0.34842,                 0.3854,                0.96221,                0.61896,                0.64164,                0.63444,                0.55166,                0.52816,                 1.0449,                 1.0717,               0.001717,               0.001717,               0.001717
                    253,                0.34717,                0.38016,                0.95482,                0.61924,                0.63886,                0.63384,                0.55164,                0.52771,                 1.0447,                 1.0723,               0.001684,               0.001684,               0.001684
                    254,                0.35158,                0.39225,                0.96298,                 0.6211,                0.64371,                0.63388,                0.55172,                0.52708,                 1.0433,                 1.0726,               0.001651,               0.001651,               0.001651
                    255,                0.34868,                0.38316,                0.95918,                 0.6194,                0.64289,                0.63398,                0.55242,                0.52801,                 1.0407,                 1.0734,               0.001618,               0.001618,               0.001618
                    256,                0.35078,                0.38496,                0.96464,                0.61727,                 0.6429,                0.63421,                0.55276,                 0.5286,                 1.0414,                 1.0743,               0.001585,               0.001585,               0.001585
                    257,                0.34444,                0.38707,                0.96148,                0.72743,                0.59756,                0.63437,                0.55146,                0.52839,                 1.0426,                 1.0747,               0.001552,               0.001552,               0.001552
                    258,                0.34347,                0.37867,                 0.9568,                0.72595,                0.59821,                0.63456,                0.55225,                0.52839,                 1.0431,                 1.0751,               0.001519,               0.001519,               0.001519
                    259,                0.34656,                0.38271,                0.96152,                 0.7264,                0.59616,                0.63328,                0.55111,                0.52905,                 1.0449,                  1.076,               0.001486,               0.001486,               0.001486
                    260,                0.33939,                 0.3725,                0.95904,                0.72631,                0.59445,                0.63152,                0.54969,                0.52902,                 1.0457,                 1.0761,               0.001453,               0.001453,               0.001453
                    261,                0.33443,                0.36591,                0.94938,                0.72739,                0.60596,                0.63169,                0.55001,                0.52827,                 1.0454,                 1.0755,                0.00142,                0.00142,                0.00142
                    262,                0.34412,                0.37888,                0.96216,                0.72769,                0.60778,                0.63242,                 0.5531,                0.52787,                 1.0459,                 1.0755,               0.001387,               0.001387,               0.001387
                    263,                 0.3372,                0.36985,                0.95349,                0.73049,                0.60787,                0.63272,                0.55058,                0.52807,                 1.0464,                 1.0756,               0.001354,               0.001354,               0.001354
                    264,                0.34043,                 0.3743,                0.95464,                0.72901,                0.60707,                0.63375,                0.55125,                0.52815,                 1.0484,                 1.0756,               0.001321,               0.001321,               0.001321
                    265,                0.33983,                0.37453,                0.96042,                0.72591,                0.60726,                0.63405,                0.55122,                0.52849,                 1.0496,                 1.0761,               0.001288,               0.001288,               0.001288
                    266,                0.33745,                0.37134,                0.95544,                0.72191,                0.60436,                 0.6345,                0.55139,                0.52946,                 1.0482,                 1.0768,               0.001255,               0.001255,               0.001255
                    267,                0.34121,                 0.3732,                0.95471,                0.72166,                0.60574,                0.63473,                0.55113,                0.53031,                 1.0458,                 1.0781,               0.001222,               0.001222,               0.001222
                    268,                0.33787,                0.36443,                 0.9516,                0.72005,                0.60646,                0.63464,                 0.5512,                0.53103,                 1.0457,                 1.0792,               0.001189,               0.001189,               0.001189
                    269,                 0.3292,                0.35371,                0.95094,                0.71803,                0.60647,                0.63448,                0.54995,                0.53329,                 1.0445,                 1.0822,               0.001156,               0.001156,               0.001156
                    270,                0.33597,                0.35679,                0.95243,                0.71773,                0.60667,                0.63469,                0.55232,                0.53349,                 1.0429,                 1.0823,               0.001123,               0.001123,               0.001123
                    271,                0.33438,                0.36041,                0.94959,                0.72045,                0.61013,                0.63449,                0.55157,                0.53427,                 1.0441,                  1.084,                0.00109,                0.00109,                0.00109
                    272,                0.32884,                0.35717,                0.95072,                0.72137,                0.61178,                0.63508,                0.55054,                0.53391,                 1.0443,                 1.0828,               0.001057,               0.001057,               0.001057
                    273,                0.33173,                0.35822,                0.95311,                0.72342,                0.61257,                0.63477,                0.55063,                 0.5336,                 1.0445,                 1.0823,               0.001024,               0.001024,               0.001024
                    274,                0.32683,                 0.3564,                0.94414,                0.72194,                0.61198,                0.63463,                0.55053,                0.53286,                 1.0476,                 1.0812,               0.000991,               0.000991,               0.000991
                    275,                 0.3295,                 0.3571,                0.94776,                0.72288,                0.61184,                0.63452,                0.55047,                0.53325,                 1.0531,                 1.0818,               0.000958,               0.000958,               0.000958
                    276,                0.32769,                0.35342,                0.94873,                0.72251,                0.61143,                0.63487,                0.55074,                0.53211,                 1.0531,                 1.0805,               0.000925,               0.000925,               0.000925
                    277,                0.32721,                0.34972,                0.94709,                0.72626,                0.61464,                0.64244,                0.55665,                 0.5318,                 1.0538,                 1.0801,               0.000892,               0.000892,               0.000892
                    278,                0.32941,                0.35252,                0.95075,                 0.7238,                0.61185,                0.64232,                0.55683,                0.53185,                 1.0527,                 1.0803,               0.000859,               0.000859,               0.000859
                    279,                0.32561,                0.34921,                0.94989,                0.72314,                 0.6111,                0.64133,                0.55696,                0.53199,                 1.0532,                 1.0804,               0.000826,               0.000826,               0.000826
                    280,                0.32276,                0.34365,                0.94883,                0.72324,                0.61116,                0.64131,                 0.5574,                 0.5319,                 1.0545,                 1.0803,               0.000793,               0.000793,               0.000793
                    281,                0.32591,                0.34828,                0.94603,                0.69752,                0.61079,                0.64212,                0.55665,                0.53135,                 1.0545,                 1.0798,                0.00076,                0.00076,                0.00076
                    282,                0.32477,                 0.3452,                0.94696,                0.72562,                 0.6113,                0.64209,                0.55782,                0.53197,                  1.054,                 1.0801,               0.000727,               0.000727,               0.000727
                    283,                0.32144,                0.34167,                0.94907,                0.72628,                0.61124,                0.64183,                0.55731,                0.53216,                 1.0526,                 1.0801,               0.000694,               0.000694,               0.000694
                    284,                0.32618,                0.35267,                0.94822,                0.72693,                0.61125,                0.64179,                0.55763,                0.53243,                 1.0529,                 1.0811,               0.000661,               0.000661,               0.000661
                    285,                0.31924,                0.33958,                0.94379,                0.72691,                0.61226,                 0.6425,                 0.5572,                0.53303,                 1.0535,                 1.0813,               0.000628,               0.000628,               0.000628
                    286,                0.31739,                0.33976,                0.94781,                0.72683,                0.61272,                 0.6408,                0.55725,                0.53313,                 1.0538,                 1.0814,               0.000595,               0.000595,               0.000595
                    287,                  0.319,                0.34299,                0.94493,                0.72752,                0.61305,                0.64069,                0.55705,                0.53322,                 1.0553,                 1.0817,               0.000562,               0.000562,               0.000562
                    288,                0.32434,                 0.3401,                0.94716,                 0.7278,                0.61237,                0.64079,                0.55687,                0.53378,                 1.0572,                 1.0822,               0.000529,               0.000529,               0.000529
                    289,                0.31972,                0.33261,                0.94594,                0.72822,                0.61301,                0.63962,                0.55609,                0.53371,                 1.0563,                 1.0821,               0.000496,               0.000496,               0.000496
                    290,                0.32083,                0.34254,                0.94672,                0.72668,                0.61277,                0.63977,                  0.556,                0.53438,                 1.0569,                 1.0829,               0.000463,               0.000463,               0.000463
                    291,                0.24102,                0.23166,                0.87211,                0.72821,                0.61395,                0.63986,                0.55623,                0.53389,                 1.0562,                 1.0823,                0.00043,                0.00043,                0.00043
                    292,                0.23269,                0.22437,                0.86973,                 0.7289,                  0.614,                0.64053,                0.55608,                0.53358,                 1.0557,                 1.0818,               0.000397,               0.000397,               0.000397
                    293,                0.23053,                0.21217,                0.86428,                0.70206,                0.61414,                0.64052,                0.55627,                0.53374,                 1.0567,                  1.082,               0.000364,               0.000364,               0.000364
                    294,                0.22716,                0.21355,                0.86727,                0.70258,                0.61367,                0.63997,                 0.5557,                0.53356,                 1.0563,                 1.0817,               0.000331,               0.000331,               0.000331
                    295,                0.22675,                0.20662,                0.86034,                0.70442,                0.61314,                0.63984,                0.55605,                0.53365,                 1.0564,                 1.0818,               0.000298,               0.000298,               0.000298
                    296,                0.22447,                0.21086,                0.86182,                0.71093,                0.61695,                0.64686,                 0.5579,                0.53433,                 1.0566,                 1.0824,               0.000265,               0.000265,               0.000265
                    297,                0.22242,                0.20608,                0.86451,                0.71174,                0.61676,                0.64696,                0.55745,                0.53454,                 1.0574,                 1.0827,               0.000232,               0.000232,               0.000232
                    298,                0.22371,                0.20533,                0.86207,                0.71227,                0.61602,                 0.6471,                0.55709,                 0.5348,                 1.0586,                  1.083,               0.000199,               0.000199,               0.000199
                    299,                0.22101,                0.20449,                0.85759,                0.71284,                0.61703,                0.64797,                0.55685,                0.53452,                 1.0586,                 1.0827,               0.000166,               0.000166,               0.000166
                    300,                0.22116,                0.20702,                0.86177,                0.71284,                0.61768,                0.64793,                0.55717,                0.53511,                  1.058,                 1.0831,               0.000133,               0.000133,               0.000133
